in:Pt1 Y,in:Pt1 Z,in:Pt2 Y,in:Pt2 Z,in:Configuration,out:Displacement,img
3.333333,30,40,50,5,37.668479,Pt1Y3.333333_Pt1Z30_Pt2Y40_Pt2Z50_Configuration5.png
10,30,40,50,5,43.44822,Pt1Y10_Pt1Z30_Pt2Y40_Pt2Z50_Configuration5.png
-10,20,30,42,6,23.428739,Pt1Y-10_Pt1Z20_Pt2Y30_Pt2Z42_Configuration6.png
-3.333333,20,30,42,6,29.780291,Pt1Y-3.333333_Pt1Z20_Pt2Y30_Pt2Z42_Configuration6.png
3.333333,20,30,42,6,50.6311,Pt1Y3.333333_Pt1Z20_Pt2Y30_Pt2Z42_Configuration6.png
10,20,30,42,6,188.764164,Pt1Y10_Pt1Z20_Pt2Y30_Pt2Z42_Configuration6.png
-10,23.333333,30,42,6,21.303334,Pt1Y-10_Pt1Z23.333333_Pt2Y30_Pt2Z42_Configuration6.png
-3.333333,23.333333,30,42,6,24.16487,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z42_Configuration6.png
3.333333,23.333333,30,42,6,32.501287,Pt1Y3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z42_Configuration6.png
10,23.333333,30,42,6,67.321243,Pt1Y10_Pt1Z23.333333_Pt2Y30_Pt2Z42_Configuration6.png
-10,26.666667,30,42,6,20.489474,Pt1Y-10_Pt1Z26.666667_Pt2Y30_Pt2Z42_Configuration6.png
-3.333333,26.666667,30,42,6,21.574971,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z42_Configuration6.png
3.333333,26.666667,30,42,6,25.221099,Pt1Y3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z42_Configuration6.png
10,26.666667,30,42,6,37.567065,Pt1Y10_Pt1Z26.666667_Pt2Y30_Pt2Z42_Configuration6.png
-10,30,30,42,6,20.622727,Pt1Y-10_Pt1Z30_Pt2Y30_Pt2Z42_Configuration6.png
-3.333333,30,30,42,6,20.397261,Pt1Y-3.333333_Pt1Z30_Pt2Y30_Pt2Z42_Configuration6.png
3.333333,30,30,42,6,21.841662,Pt1Y3.333333_Pt1Z30_Pt2Y30_Pt2Z42_Configuration6.png
10,30,30,42,6,26.762254,Pt1Y10_Pt1Z30_Pt2Y30_Pt2Z42_Configuration6.png
-10,20,33.333333,42,6,21.358441,Pt1Y-10_Pt1Z20_Pt2Y33.333333_Pt2Z42_Configuration6.png
-3.333333,20,33.333333,42,6,26.106301,Pt1Y-3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z42_Configuration6.png
3.333333,20,33.333333,42,6,41.102181,Pt1Y3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z42_Configuration6.png
10,20,33.333333,42,6,130.936666,Pt1Y10_Pt1Z20_Pt2Y33.333333_Pt2Z42_Configuration6.png
-10,23.333333,33.333333,42,6,19.845034,Pt1Y-10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z42_Configuration6.png
-3.333333,23.333333,33.333333,42,6,21.738847,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z42_Configuration6.png
3.333333,23.333333,33.333333,42,6,27.560767,Pt1Y3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z42_Configuration6.png
10,23.333333,33.333333,42,6,50.465616,Pt1Y10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z42_Configuration6.png
-10,26.666667,33.333333,42,6,19.553855,Pt1Y-10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z42_Configuration6.png
-3.333333,26.666667,33.333333,42,6,19.933161,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z42_Configuration6.png
3.333333,26.666667,33.333333,42,6,22.280181,Pt1Y3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z42_Configuration6.png
10,26.666667,33.333333,42,6,30.400742,Pt1Y10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z42_Configuration6.png
-10,30,33.333333,42,6,19.89236,Pt1Y-10_Pt1Z30_Pt2Y33.333333_Pt2Z42_Configuration6.png
-3.333333,30,33.333333,42,6,19.365751,Pt1Y-3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z42_Configuration6.png
3.333333,30,33.333333,42,6,19.953904,Pt1Y3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z42_Configuration6.png
10,30,33.333333,42,6,22.970361,Pt1Y10_Pt1Z30_Pt2Y33.333333_Pt2Z42_Configuration6.png
-10,20,36.666667,42,6,21.151901,Pt1Y-10_Pt1Z20_Pt2Y36.666667_Pt2Z42_Configuration6.png
-3.333333,20,36.666667,42,6,25.464741,Pt1Y-3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z42_Configuration6.png
3.333333,20,36.666667,42,6,38.879515,Pt1Y3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z42_Configuration6.png
10,20,36.666667,42,6,115.13944,Pt1Y10_Pt1Z20_Pt2Y36.666667_Pt2Z42_Configuration6.png
-10,23.333333,36.666667,42,6,19.73424,Pt1Y-10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z42_Configuration6.png
-3.333333,23.333333,36.666667,42,6,21.310551,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z42_Configuration6.png
3.333333,23.333333,36.666667,42,6,26.438065,Pt1Y3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z42_Configuration6.png
10,23.333333,36.666667,42,6,47.373005,Pt1Y10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z42_Configuration6.png
-10,26.666667,36.666667,42,6,19.555709,Pt1Y-10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z42_Configuration6.png
-3.333333,26.666667,36.666667,42,6,19.649903,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z42_Configuration6.png
3.333333,26.666667,36.666667,42,6,21.529595,Pt1Y3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z42_Configuration6.png
10,26.666667,36.666667,42,6,28.139249,Pt1Y10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z42_Configuration6.png
-10,30,36.666667,42,6,20.009781,Pt1Y-10_Pt1Z30_Pt2Y36.666667_Pt2Z42_Configuration6.png
-3.333333,30,36.666667,42,6,19.203064,Pt1Y-3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z42_Configuration6.png
3.333333,30,36.666667,42,6,19.417018,Pt1Y3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z42_Configuration6.png
10,30,36.666667,42,6,21.705984,Pt1Y10_Pt1Z30_Pt2Y36.666667_Pt2Z42_Configuration6.png
-10,20,40,42,6,23.915668,Pt1Y-10_Pt1Z20_Pt2Y40_Pt2Z42_Configuration6.png
-3.333333,20,40,42,6,29.806803,Pt1Y-3.333333_Pt1Z20_Pt2Y40_Pt2Z42_Configuration6.png
3.333333,20,40,42,6,48.524462,Pt1Y3.333333_Pt1Z20_Pt2Y40_Pt2Z42_Configuration6.png
10,20,40,42,6,128.756438,Pt1Y10_Pt1Z20_Pt2Y40_Pt2Z42_Configuration6.png
-10,23.333333,40,42,6,21.674468,Pt1Y-10_Pt1Z23.333333_Pt2Y40_Pt2Z42_Configuration6.png
-3.333333,23.333333,40,42,6,23.686763,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z42_Configuration6.png
3.333333,23.333333,40,42,6,30.438937,Pt1Y3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z42_Configuration6.png
10,23.333333,40,42,6,55.351576,Pt1Y10_Pt1Z23.333333_Pt2Y40_Pt2Z42_Configuration6.png
-10,26.666667,40,42,6,20.952257,Pt1Y-10_Pt1Z26.666667_Pt2Y40_Pt2Z42_Configuration6.png
-3.333333,26.666667,40,42,6,21.203742,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z42_Configuration6.png
3.333333,26.666667,40,42,6,23.370535,Pt1Y3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z42_Configuration6.png
10,26.666667,40,42,6,31.598645,Pt1Y10_Pt1Z26.666667_Pt2Y40_Pt2Z42_Configuration6.png
-10,30,40,42,6,21.016502,Pt1Y-10_Pt1Z30_Pt2Y40_Pt2Z42_Configuration6.png
-3.333333,30,40,42,6,20.190093,Pt1Y-3.333333_Pt1Z30_Pt2Y40_Pt2Z42_Configuration6.png
3.333333,30,40,42,6,20.427476,Pt1Y3.333333_Pt1Z30_Pt2Y40_Pt2Z42_Configuration6.png
10,30,40,42,6,22.782578,Pt1Y10_Pt1Z30_Pt2Y40_Pt2Z42_Configuration6.png
-10,20,30,44.666667,6,31.758986,Pt1Y-10_Pt1Z20_Pt2Y30_Pt2Z44.666667_Configuration6.png
-3.333333,20,30,44.666667,6,41.630065,Pt1Y-3.333333_Pt1Z20_Pt2Y30_Pt2Z44.666667_Configuration6.png
3.333333,20,30,44.666667,6,74.886601,Pt1Y3.333333_Pt1Z20_Pt2Y30_Pt2Z44.666667_Configuration6.png
10,20,30,44.666667,6,311.177371,Pt1Y10_Pt1Z20_Pt2Y30_Pt2Z44.666667_Configuration6.png
-10,23.333333,30,44.666667,6,28.519481,Pt1Y-10_Pt1Z23.333333_Pt2Y30_Pt2Z44.666667_Configuration6.png
-3.333333,23.333333,30,44.666667,6,33.393192,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z44.666667_Configuration6.png
3.333333,23.333333,30,44.666667,6,46.834772,Pt1Y3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z44.666667_Configuration6.png
10,23.333333,30,44.666667,6,112.332968,Pt1Y10_Pt1Z23.333333_Pt2Y30_Pt2Z44.666667_Configuration6.png
-10,26.666667,30,44.666667,6,26.810312,Pt1Y-10_Pt1Z26.666667_Pt2Y30_Pt2Z44.666667_Configuration6.png
-3.333333,26.666667,30,44.666667,6,29.38313,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z44.666667_Configuration6.png
3.333333,26.666667,30,44.666667,6,35.804106,Pt1Y3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z44.666667_Configuration6.png
10,26.666667,30,44.666667,6,57.269404,Pt1Y10_Pt1Z26.666667_Pt2Y30_Pt2Z44.666667_Configuration6.png
-10,30,30,44.666667,6,25.92763,Pt1Y-10_Pt1Z30_Pt2Y30_Pt2Z44.666667_Configuration6.png
-3.333333,30,30,44.666667,6,27.158188,Pt1Y-3.333333_Pt1Z30_Pt2Y30_Pt2Z44.666667_Configuration6.png
3.333333,30,30,44.666667,6,30.432977,Pt1Y3.333333_Pt1Z30_Pt2Y30_Pt2Z44.666667_Configuration6.png
10,30,30,44.666667,6,39.644664,Pt1Y10_Pt1Z30_Pt2Y30_Pt2Z44.666667_Configuration6.png
-10,20,33.333333,44.666667,6,27.61805,Pt1Y-10_Pt1Z20_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
-3.333333,20,33.333333,44.666667,6,34.633996,Pt1Y-3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
3.333333,20,33.333333,44.666667,6,56.582631,Pt1Y3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
10,20,33.333333,44.666667,6,193.130932,Pt1Y10_Pt1Z20_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
-10,23.333333,33.333333,44.666667,6,25.146259,Pt1Y-10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
-3.333333,23.333333,33.333333,44.666667,6,28.566471,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
3.333333,23.333333,33.333333,44.666667,6,37.477852,Pt1Y3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
10,23.333333,33.333333,44.666667,6,72.980697,Pt1Y10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
-10,26.666667,33.333333,44.666667,6,24.080508,Pt1Y-10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
-3.333333,26.666667,33.333333,44.666667,6,25.630329,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
3.333333,26.666667,33.333333,44.666667,6,29.847924,Pt1Y3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
10,26.666667,33.333333,44.666667,6,42.683299,Pt1Y10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
-10,30,33.333333,44.666667,6,23.772153,Pt1Y-10_Pt1Z30_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
-3.333333,30,33.333333,44.666667,6,24.22654,Pt1Y-3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
3.333333,30,33.333333,44.666667,6,26.16988,Pt1Y3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
10,30,33.333333,44.666667,6,31.622391,Pt1Y10_Pt1Z30_Pt2Y33.333333_Pt2Z44.666667_Configuration6.png
-10,20,36.666667,44.666667,6,24.331818,Pt1Y-10_Pt1Z20_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
-3.333333,20,36.666667,44.666667,6,29.723906,Pt1Y-3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
3.333333,20,36.666667,44.666667,6,45.893681,Pt1Y3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
10,20,36.666667,44.666667,6,140.258932,Pt1Y10_Pt1Z20_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
-10,23.333333,36.666667,44.666667,6,22.5407,Pt1Y-10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
-3.333333,23.333333,36.666667,44.666667,6,24.842163,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
3.333333,23.333333,36.666667,44.666667,6,31.450575,Pt1Y3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
10,23.333333,36.666667,44.666667,6,55.809767,Pt1Y10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
-10,26.666667,36.666667,44.666667,6,21.945151,Pt1Y-10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
-3.333333,26.666667,36.666667,44.666667,6,22.787579,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
3.333333,26.666667,36.666667,44.666667,6,25.517151,Pt1Y3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
10,26.666667,36.666667,44.666667,6,34.393036,Pt1Y10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
-10,30,36.666667,44.666667,6,21.985923,Pt1Y-10_Pt1Z30_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
-3.333333,30,36.666667,44.666667,6,21.968969,Pt1Y-3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
3.333333,30,36.666667,44.666667,6,23.027097,Pt1Y3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
10,30,36.666667,44.666667,6,26.552834,Pt1Y10_Pt1Z30_Pt2Y36.666667_Pt2Z44.666667_Configuration6.png
-10,20,40,44.666667,6,22.151757,Pt1Y-10_Pt1Z20_Pt2Y40_Pt2Z44.666667_Configuration6.png
-3.333333,20,40,44.666667,6,26.697404,Pt1Y-3.333333_Pt1Z20_Pt2Y40_Pt2Z44.666667_Configuration6.png
3.333333,20,40,44.666667,6,40.819635,Pt1Y3.333333_Pt1Z20_Pt2Y40_Pt2Z44.666667_Configuration6.png
10,20,40,44.666667,6,121.113298,Pt1Y10_Pt1Z20_Pt2Y40_Pt2Z44.666667_Configuration6.png
-10,23.333333,40,44.666667,6,20.56652,Pt1Y-10_Pt1Z23.333333_Pt2Y40_Pt2Z44.666667_Configuration6.png
-3.333333,23.333333,40,44.666667,6,22.488902,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z44.666667_Configuration6.png
3.333333,23.333333,40,44.666667,6,28.042281,Pt1Y3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z44.666667_Configuration6.png
10,23.333333,40,44.666667,6,49.291514,Pt1Y10_Pt1Z23.333333_Pt2Y40_Pt2Z44.666667_Configuration6.png
-10,26.666667,40,44.666667,6,20.166447,Pt1Y-10_Pt1Z26.666667_Pt2Y40_Pt2Z44.666667_Configuration6.png
-3.333333,26.666667,40,44.666667,6,20.696844,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z44.666667_Configuration6.png
3.333333,26.666667,40,44.666667,6,22.952546,Pt1Y3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z44.666667_Configuration6.png
10,26.666667,40,44.666667,6,30.331979,Pt1Y10_Pt1Z26.666667_Pt2Y40_Pt2Z44.666667_Configuration6.png
-10,30,40,44.666667,6,20.387568,Pt1Y-10_Pt1Z30_Pt2Y40_Pt2Z44.666667_Configuration6.png
-3.333333,30,40,44.666667,6,20.090397,Pt1Y-3.333333_Pt1Z30_Pt2Y40_Pt2Z44.666667_Configuration6.png
3.333333,30,40,44.666667,6,20.789122,Pt1Y3.333333_Pt1Z30_Pt2Y40_Pt2Z44.666667_Configuration6.png
10,30,40,44.666667,6,23.490616,Pt1Y10_Pt1Z30_Pt2Y40_Pt2Z44.666667_Configuration6.png
-10,20,30,47.333333,6,43.419977,Pt1Y-10_Pt1Z20_Pt2Y30_Pt2Z47.333333_Configuration6.png
-3.333333,20,30,47.333333,6,58.308184,Pt1Y-3.333333_Pt1Z20_Pt2Y30_Pt2Z47.333333_Configuration6.png
3.333333,20,30,47.333333,6,114.517892,Pt1Y3.333333_Pt1Z20_Pt2Y30_Pt2Z47.333333_Configuration6.png
10,20,30,47.333333,6,529.808524,Pt1Y10_Pt1Z20_Pt2Y30_Pt2Z47.333333_Configuration6.png
-10,23.333333,30,47.333333,6,38.837525,Pt1Y-10_Pt1Z23.333333_Pt2Y30_Pt2Z47.333333_Configuration6.png
-3.333333,23.333333,30,47.333333,6,46.561557,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z47.333333_Configuration6.png
3.333333,23.333333,30,47.333333,6,68.602797,Pt1Y3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z47.333333_Configuration6.png
10,23.333333,30,47.333333,6,193.499518,Pt1Y10_Pt1Z23.333333_Pt2Y30_Pt2Z47.333333_Configuration6.png
-10,26.666667,30,47.333333,6,36.259111,Pt1Y-10_Pt1Z26.666667_Pt2Y30_Pt2Z47.333333_Configuration6.png
-3.333333,26.666667,30,47.333333,6,40.646032,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z47.333333_Configuration6.png
3.333333,26.666667,30,47.333333,6,51.079171,Pt1Y3.333333_Pt1Z26.666667_Pt2Y30_Pt2Z47.333333_Configuration6.png
10,26.666667,30,47.333333,6,90.205197,Pt1Y10_Pt1Z26.666667_Pt2Y30_Pt2Z47.333333_Configuration6.png
-10,30,30,47.333333,6,34.80056,Pt1Y-10_Pt1Z30_Pt2Y30_Pt2Z47.333333_Configuration6.png
-3.333333,30,30,47.333333,6,37.264252,Pt1Y-3.333333_Pt1Z30_Pt2Y30_Pt2Z47.333333_Configuration6.png
3.333333,30,30,47.333333,6,42.985358,Pt1Y3.333333_Pt1Z30_Pt2Y30_Pt2Z47.333333_Configuration6.png
10,30,30,47.333333,6,59.197868,Pt1Y10_Pt1Z30_Pt2Y30_Pt2Z47.333333_Configuration6.png
-10,20,33.333333,47.333333,6,38.218899,Pt1Y-10_Pt1Z20_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
-3.333333,20,33.333333,47.333333,6,48.793156,Pt1Y-3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
3.333333,20,33.333333,47.333333,6,83.7468,Pt1Y3.333333_Pt1Z20_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
10,20,33.333333,47.333333,6,313.135128,Pt1Y10_Pt1Z20_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
-10,23.333333,33.333333,47.333333,6,34.747737,Pt1Y-10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
-3.333333,23.333333,33.333333,47.333333,6,40.030001,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
3.333333,23.333333,33.333333,47.333333,6,54.252022,Pt1Y3.333333_Pt1Z23.333333_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
10,23.333333,33.333333,47.333333,6,120.454506,Pt1Y10_Pt1Z23.333333_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
-10,26.666667,33.333333,47.333333,6,32.958445,Pt1Y-10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
-3.333333,26.666667,33.333333,47.333333,6,35.778935,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
3.333333,26.666667,33.333333,47.333333,6,42.459466,Pt1Y3.333333_Pt1Z26.666667_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
10,26.666667,33.333333,47.333333,6,64.377039,Pt1Y10_Pt1Z26.666667_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
-10,30,33.333333,47.333333,6,32.116896,Pt1Y-10_Pt1Z30_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
-3.333333,30,33.333333,47.333333,6,33.505488,Pt1Y-3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
3.333333,30,33.333333,47.333333,6,36.969738,Pt1Y3.333333_Pt1Z30_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
10,30,33.333333,47.333333,6,46.24492,Pt1Y10_Pt1Z30_Pt2Y33.333333_Pt2Z47.333333_Configuration6.png
-10,20,36.666667,47.333333,6,33.641339,Pt1Y-10_Pt1Z20_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
-3.333333,20,36.666667,47.333333,6,41.390078,Pt1Y-3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
3.333333,20,36.666667,47.333333,6,65.326191,Pt1Y3.333333_Pt1Z20_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
10,20,36.666667,47.333333,6,208.904963,Pt1Y10_Pt1Z20_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
-10,23.333333,36.666667,47.333333,6,31.105528,Pt1Y-10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
-3.333333,23.333333,36.666667,47.333333,6,34.64925,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
3.333333,23.333333,36.666667,47.333333,6,44.392922,Pt1Y3.333333_Pt1Z23.333333_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
10,23.333333,36.666667,47.333333,6,83.136267,Pt1Y10_Pt1Z23.333333_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
-10,26.666667,36.666667,47.333333,6,29.995368,Pt1Y-10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
-3.333333,26.666667,36.666667,47.333333,6,31.656631,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
3.333333,26.666667,36.666667,47.333333,6,36.065869,Pt1Y3.333333_Pt1Z26.666667_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
10,26.666667,36.666667,47.333333,6,49.746217,Pt1Y10_Pt1Z26.666667_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
-10,30,36.666667,47.333333,6,29.693386,Pt1Y-10_Pt1Z30_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
-3.333333,30,36.666667,47.333333,6,30.269139,Pt1Y-3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
3.333333,30,36.666667,47.333333,6,32.214637,Pt1Y3.333333_Pt1Z30_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
10,30,36.666667,47.333333,6,37.898765,Pt1Y10_Pt1Z30_Pt2Y36.666667_Pt2Z47.333333_Configuration6.png
-10,20,40,47.333333,6,29.771853,Pt1Y-10_Pt1Z20_Pt2Y40_Pt2Z47.333333_Configuration6.png
-3.333333,20,40,47.333333,6,35.530162,Pt1Y-3.333333_Pt1Z20_Pt2Y40_Pt2Z47.333333_Configuration6.png
3.333333,20,40,47.333333,6,53.423088,Pt1Y3.333333_Pt1Z20_Pt2Y40_Pt2Z47.333333_Configuration6.png
10,20,40,47.333333,6,156.420573,Pt1Y10_Pt1Z20_Pt2Y40_Pt2Z47.333333_Configuration6.png
-10,23.333333,40,47.333333,6,27.808455,Pt1Y-10_Pt1Z23.333333_Pt2Y40_Pt2Z47.333333_Configuration6.png
-3.333333,23.333333,40,47.333333,6,30.402667,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z47.333333_Configuration6.png
3.333333,23.333333,40,47.333333,6,37.467001,Pt1Y3.333333_Pt1Z23.333333_Pt2Y40_Pt2Z47.333333_Configuration6.png
10,23.333333,40,47.333333,6,64.173958,Pt1Y10_Pt1Z23.333333_Pt2Y40_Pt2Z47.333333_Configuration6.png
-10,26.666667,40,47.333333,6,27.273661,Pt1Y-10_Pt1Z26.666667_Pt2Y40_Pt2Z47.333333_Configuration6.png
-3.333333,26.666667,40,47.333333,6,28.083868,Pt1Y-3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z47.333333_Configuration6.png
3.333333,26.666667,40,47.333333,6,31.163163,Pt1Y3.333333_Pt1Z26.666667_Pt2Y40_Pt2Z47.333333_Configuration6.png
10,26.666667,40,47.333333,6,40.637966,Pt1Y10_Pt1Z26.666667_Pt2Y40_Pt2Z47.333333_Configuration6.png
-10,30,40,47.333333,6,27.438276,Pt1Y-10_Pt1Z30_Pt2Y40_Pt2Z47.333333_Configuration6.png
-3.333333,30,40,47.333333,6,27.398491,Pt1Y-3.333333_Pt1Z30_Pt2Y40_Pt2Z47.333333_Configuration6.png
3.333333,30,40,47.333333,6,28.433807,Pt1Y3.333333_Pt1Z30_Pt2Y40_Pt2Z47.333333_Configuration6.png
10,30,40,47.333333,6,32.063994,Pt1Y10_Pt1Z30_Pt2Y40_Pt2Z47.333333_Configuration6.png
-10,20,30,50,6,57.912304,Pt1Y-10_Pt1Z20_Pt2Y30_Pt2Z50_Configuration6.png
-3.333333,20,30,50,6,80.624367,Pt1Y-3.333333_Pt1Z20_Pt2Y30_Pt2Z50_Configuration6.png
3.333333,20,30,50,6,179.349338,Pt1Y3.333333_Pt1Z20_Pt2Y30_Pt2Z50_Configuration6.png
10,20,30,50,6,892.228527,Pt1Y10_Pt1Z20_Pt2Y30_Pt2Z50_Configuration6.png
-10,23.333333,30,50,6,52.025451,Pt1Y-10_Pt1Z23.333333_Pt2Y30_Pt2Z50_Configuration6.png
-3.333333,23.333333,30,50,6,63.24646,Pt1Y-3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z50_Configuration6.png
3.333333,23.333333,30,50,6,99.915222,Pt1Y3.333333_Pt1Z23.333333_Pt2Y30_Pt2Z50_Configuration6.png
10,23.333333,30,50,6,328.642124,Pt1Y10_Pt1Z23.333333_Pt2Y30_Pt2Z50_Configuration6.png
-10,26.666667,30,50,6,48.56029,Pt1Y-10_Pt1Z26.666667_Pt2Y30_Pt2Z50_Configuration6.png
